+------------------------------ CFD LOVES C++ ---------------------------+
|--------------------DISCONTINUOS GALERKIN METHOD SOLVER-----------------|
|                                  Author                                |
|   Nam Ha Tran.                                                         |
|   Ver 1.01                                                             |
+------------------------------------------------------------------------+
|   This program uses Discontinous Galerkin method to solve 2D problems  |
|   on structural and unstructural mesh.                                 |
+------------------------------------------------------------------------+
	Program ran at (d-m-y_h-m-s) 24-05-2019_16-48-45

	inpoed array

2334 2592 0 0 
2334 2608 0 0 
2335 2373 0 0 
2335 2380 0 0 
2335 2579 0 0 
2336 2501 0 0 
2336 2578 0 0 
2337 2509 0 0 
2337 2461 0 0 
2337 2628 0 0 
2337 2751 0 0 
2338 2580 0 0 
2338 2630 0 0 
2339 2480 0 0 
2339 2521 0 0 
2339 2600 0 0 
2339 2764 0 0 
2340 2465 0 0 
2340 2573 0 0 
2341 2352 0 0 
2341 2495 0 0 
2341 2694 0 0 
2341 2792 0 0 
2342 2432 0 0 
2342 2546 0 0 
2342 2570 0 0 
2342 2668 0 0 
2343 2459 0 0 
2343 2553 0 0 
2343 2585 0 0 
2343 2692 0 0 
2344 2371 0 0 
2344 2554 0 0 
2344 2604 0 0 
2344 2685 0 0 
2345 2423 0 0 
2345 2474 0 0 
2345 2658 0 0 
2345 2774 0 0 
2346 2425 0 0 
2346 2471 0 0 
2346 2659 0 0 
2346 2708 0 0 
2347 2394 0 0 
2347 2377 0 0 
2347 2567 0 0 
2347 2642 0 0 
2348 2438 0 0 
2348 2440 0 0 
2348 2583 0 0 
2348 2676 0 0 
2349 2431 0 0 
2349 2443 0 0 
2349 2577 0 0 
2349 2665 0 0 
2350 2486 0 0 
2350 2493 0 0 
2350 2632 0 0 
2350 2728 0 0 
2351 2415 0 0 
2351 2472 0 0 
2351 2622 0 0 
2351 2643 0 0 
2352 2405 0 0 
2352 2694 0 0 
2352 2760 0 0 
2353 2399 0 0 
2353 2549 0 0 
2353 2625 0 0 
2353 2721 0 0 
2354 2435 0 0 
2354 2451 0 0 
2354 2661 0 0 
2354 2670 0 0 
2355 2464 0 0 
2355 2558 0 0 
2356 2472 0 0 
2356 2569 0 0 
2357 2409 0 0 
2357 2637 0 0 
2357 2644 0 0 
2358 2491 0 0 
2358 2576 0 0 
2359 2561 0 0 
2359 2518 0 0 
2359 2742 0 0 
2360 2370 0 0 
2360 2602 0 0 
2360 2739 0 0 
2361 2412 0 0 
2361 2606 0 0 
2361 2645 0 0 
2362 2444 0 0 
2362 2494 0 0 
2362 2605 0 0 
2362 2683 0 0 
2363 2371 0 0 
2363 2535 0 0 
2363 2653 0 0 
2363 2776 0 0 
2364 2497 0 0 
2364 2523 0 0 
2364 2737 0 0 
2364 2767 0 0 
2365 2388 0 0 
2365 2417 0 0 
2365 2641 0 0 
2365 2754 0 0 
2366 2407 0 0 
2366 2608 0 0 
2366 2640 0 0 
2367 2453 0 0 
2367 2611 0 0 
2367 2690 0 0 
2368 2449 0 0 
2368 2405 0 0 
2368 2615 0 0 
2368 2631 0 0 
2369 2419 0 0 
2369 2607 0 0 
2369 2650 0 0 
2370 2732 0 0 
2370 2739 0 0 
2371 2604 0 0 
2371 2653 0 0 
2372 2502 0 0 
2372 2532 0 0 
2372 2726 0 0 
2372 2798 0 0 
2373 2454 0 0 
2373 2579 0 0 
2373 2706 0 0 
2374 2442 0 0 
2374 2616 0 0 
2374 2682 0 0 
2375 2440 0 0 
2375 2432 0 0 
2375 2596 0 0 
2375 2680 0 0 
2376 2404 0 0 
2376 2458 0 0 
2376 2590 0 0 
2376 2638 0 0 
2377 2507 0 0 
2377 2642 0 0 
2377 2747 0 0 
2378 2598 0 0 
2378 2627 0 0 
2379 2468 0 0 
2379 2565 0 0 
2380 2498 0 0 
2380 2579 0 0 
2381 2399 0 0 
2381 2411 0 0 
2381 2689 0 0 
2381 2758 0 0 
2382 2388 0 0 
2382 2537 0 0 
2382 2720 0 0 
2382 2778 0 0 
2383 2441 0 0 
2383 2424 0 0 
2383 2629 0 0 
2383 2681 0 0 
2384 2413 0 0 
2384 2597 0 0 
2384 2646 0 0 
2385 2461 0 0 
2385 2508 0 0 
2385 2617 0 0 
2385 2695 0 0 
2386 2487 0 0 
2386 2555 0 0 
2386 2719 0 0 
2386 2789 0 0 
2387 2436 0 0 
2387 2439 0 0 
2387 2595 0 0 
2387 2671 0 0 
2388 2720 0 0 
2388 2754 0 0 
2389 2620 0 0 
2389 2667 0 0 
2390 2458 0 0 
2390 2412 0 0 
2390 2575 0 0 
2390 2614 0 0 
2391 2466 0 0 
2391 2510 0 0 
2392 2482 0 0 
2392 2591 0 0 
2393 2512 0 0 
2393 2545 0 0 
2393 2693 0 0 
2393 2753 0 0 
2394 2484 0 0 
2394 2567 0 0 
2394 2571 0 0 
2395 2401 0 0 
2395 2434 0 0 
2395 2587 0 0 
2395 2634 0 0 
2396 2482 0 0 
2396 2504 0 0 
2396 2655 0 0 
2396 2746 0 0 
2397 2422 0 0 
2397 2515 0 0 
2397 2586 0 0 
2397 2656 0 0 
2398 2460 0 0 
2398 2447 0 0 
2398 2697 0 0 
2398 2793 0 0 
2399 2721 0 0 
2399 2758 0 0 
2400 2439 0 0 
2400 2437 0 0 
2400 2618 0 0 
2400 2679 0 0 
2401 2512 0 0 
2401 2634 0 0 
2401 2677 0 0 
2402 2416 0 0 
2402 2540 0 0 
2402 2648 0 0 
2402 2666 0 0 
2403 2492 0 0 
2403 2584 0 0 
2403 2626 0 0 
2404 2463 0 0 
2404 2638 0 0 
2404 2699 0 0 
2405 2615 0 0 
2405 2760 0 0 
2406 2517 0 0 
2406 2493 0 0 
2406 2574 0 0 
2406 2762 0 0 
2407 2640 0 0 
2407 2674 0 0 
2408 2467 0 0 
2408 2525 0 0 
2409 2417 0 0 
2409 2637 0 0 
2409 2649 0 0 
2410 2727 0 0 
2410 2749 0 0 
2411 2424 0 0 
2411 2689 0 0 
2411 2775 0 0 
2412 2575 0 0 
2412 2645 0 0 
2413 2592 0 0 
2413 2646 0 0 
2414 2449 0 0 
2414 2511 0 0 
2414 2610 0 0 
2414 2621 0 0 
2415 2430 0 0 
2415 2643 0 0 
2415 2533 0 0 
2416 2480 0 0 
2416 2648 0 0 
2416 2745 0 0 
2417 2641 0 0 
2417 2649 0 0 
2418 2420 0 0 
2418 2519 0 0 
2418 2639 0 0 
2419 2534 0 0 
2419 2650 0 0 
2419 2770 0 0 
2420 2639 0 0 
2420 2773 0 0 
2421 2462 0 0 
2421 2652 0 0 
2421 2698 0 0 
2422 2551 0 0 
2422 2656 0 0 
2422 2788 0 0 
2423 2516 0 0 
2423 2658 0 0 
2423 2691 0 0 
2424 2629 0 0 
2424 2775 0 0 
2425 2426 0 0 
2425 2659 0 0 
2425 2660 0 0 
2426 2619 0 0 
2426 2660 0 0 
2427 2736 0 0 
2427 2777 0 0 
2428 2433 0 0 
2428 2541 0 0 
2428 2633 0 0 
2428 2669 0 0 
2429 2536 0 0 
2429 2544 0 0 
2429 2735 0 0 
2429 2765 0 0 
2430 2533 0 0 
2431 2451 0 0 
2431 2665 0 0 
2431 2687 0 0 
2432 2596 0 0 
2432 2668 0 0 
2433 2508 0 0 
2433 2599 0 0 
2433 2669 0 0 
2434 2587 0 0 
2434 2752 0 0 
2435 2670 0 0 
2435 2696 0 0 
2436 2528 0 0 
2436 2609 0 0 
2436 2671 0 0 
2437 2618 0 0 
2437 2675 0 0 
2438 2450 0 0 
2438 2676 0 0 
2438 2686 0 0 
2439 2595 0 0 
2439 2679 0 0 
2440 2583 0 0 
2440 2680 0 0 
2441 2473 0 0 
2441 2681 0 0 
2441 2704 0 0 
2442 2589 0 0 
2442 2682 0 0 
2443 2577 0 0 
2443 2705 0 0 
2444 2500 0 0 
2444 2683 0 0 
2444 2738 0 0 
2445 2475 0 0 
2445 2547 0 0 
2445 2710 0 0 
2445 2797 0 0 
2446 2448 0 0 
2446 2673 0 0 
2446 2787 0 0 
2447 2684 0 0 
2447 2697 0 0 
2448 2741 0 0 
2448 2787 0 0 
2449 2610 0 0 
2449 2631 0 0 
2450 2452 0 0 
2450 2686 0 0 
2450 2688 0 0 
2451 2661 0 0 
2451 2687 0 0 
2452 2494 0 0 
2452 2581 0 0 
2452 2688 0 0 
2453 2546 0 0 
2453 2690 0 0 
2453 2711 0 0 
2454 2706 0 0 
2454 2796 0 0 
2455 2585 0 0 
2455 2716 0 0 
2456 2557 0 0 
2456 2657 0 0 
2456 2743 0 0 
2457 2489 0 0 
2457 2594 0 0 
2458 2590 0 0 
2458 2614 0 0 
2459 2541 0 0 
2459 2612 0 0 
2459 2692 0 0 
2460 2513 0 0 
2460 2664 0 0 
2460 2793 0 0 
2461 2628 0 0 
2461 2695 0 0 
2462 2483 0 0 
2462 2698 0 0 
2462 2724 0 0 
2463 2503 0 0 
2463 2568 0 0 
2463 2699 0 0 
2464 2542 0 0 
2464 2558 0 0 
2464 2731 0 0 
2464 2782 0 0 
2465 2529 0 0 
2465 2573 0 0 
2465 2702 0 0 
2465 2772 0 0 
2466 2510 0 0 
2466 2548 0 0 
2466 2712 0 0 
2466 2786 0 0 
2467 2525 0 0 
2467 2578 0 0 
2467 2717 0 0 
2467 2769 0 0 
2468 2550 0 0 
2468 2565 0 0 
2468 2715 0 0 
2468 2784 0 0 
2469 2539 0 0 
2469 2566 0 0 
2469 2703 0 0 
2470 2479 0 0 
2470 2576 0 0 
2470 2714 0 0 
2470 2718 0 0 
2471 2521 0 0 
2471 2708 0 0 
2471 2803 0 0 
2472 2569 0 0 
2472 2622 0 0 
2472 2707 0 0 
2473 2672 0 0 
2473 2704 0 0 
2473 2896 0 0 
2474 2534 0 0 
2474 2774 0 0 
2474 2807 0 0 
2475 2710 0 0 
2475 2777 0 0 
2475 3002 0 0 
2476 2526 0 0 
2476 2651 0 0 
2476 2866 0 0 
2477 2557 0 0 
2477 2554 0 0 
2477 2647 0 0 
2477 2801 0 0 
2478 2501 0 0 
2478 2588 0 0 
2478 2700 0 0 
2478 2740 0 0 
2479 2716 0 0 
2479 2718 0 0 
2479 2940 0 0 
2480 2600 0 0 
2480 2745 0 0 
2481 2549 0 0 
2481 2572 0 0 
2481 2582 0 0 
2481 2812 0 0 
2482 2591 0 0 
2482 2655 0 0 
2482 2709 0 0 
2483 2573 0 0 
2483 2724 0 0 
2483 2791 0 0 
2484 2571 0 0 
2484 2603 0 0 
2484 2781 0 0 
2485 2525 0 0 
2485 2540 0 0 
2485 2662 0 0 
2485 2827 0 0 
2486 2580 0 0 
2486 2728 0 0 
2486 2810 0 0 
2487 2719 0 0 
2487 2732 0 0 
2487 2811 0 0 
2488 2520 0 0 
2488 2559 0 0 
2488 2636 0 0 
2488 2759 0 0 
2489 2524 0 0 
2489 2594 0 0 
2489 2729 0 0 
2489 2768 0 0 
2490 2673 0 0 
2490 2730 0 0 
2490 2897 0 0 
2491 2560 0 0 
2491 2576 0 0 
2491 2780 0 0 
2491 2857 0 0 
2492 2562 0 0 
2492 2626 0 0 
2493 2574 0 0 
2493 2632 0 0 
2494 2581 0 0 
2494 2605 0 0 
2495 2627 0 0 
2495 2792 0 0 
2495 2961 0 0 
2496 2499 0 0 
2496 2529 0 0 
2496 2748 0 0 
2496 2799 0 0 
2497 2736 0 0 
2497 2737 0 0 
2497 2836 0 0 
2498 2535 0 0 
2498 2579 0 0 
2498 2802 0 0 
2499 2593 0 0 
2499 2748 0 0 
2500 2738 0 0 
2500 2761 0 0 
2500 2987 0 0 
2501 2578 0 0 
2501 2740 0 0 
2501 2809 0 0 
2502 2741 0 0 
2502 2798 0 0 
2502 2941 0 0 
2503 2568 0 0 
2503 2613 0 0 
2504 2603 0 0 
2504 2746 0 0 
2504 2847 0 0 
2505 2584 0 0 
2505 2623 0 0 
2505 2701 0 0 
2505 2755 0 0 
2506 2561 0 0 
2506 2734 0 0 
2506 2749 0 0 
2506 2800 0 0 
2507 2657 0 0 
2507 2747 0 0 
2507 2843 0 0 
2508 2599 0 0 
2508 2617 0 0 
2509 2594 0 0 
2509 2751 0 0 
2509 2821 0 0 
2510 2544 0 0 
2510 2712 0 0 
2510 2849 0 0 
2511 2621 0 0 
2511 2635 0 0 
2512 2677 0 0 
2512 2693 0 0 
2513 2664 0 0 
2513 2766 0 0 
2514 2562 0 0 
2514 2620 0 0 
2514 2757 0 0 
2514 2763 0 0 
2515 2563 0 0 
2515 2586 0 0 
2515 2722 0 0 
2516 2624 0 0 
2516 2691 0 0 
2517 2601 0 0 
2517 2762 0 0 
2517 2963 0 0 
2518 2742 0 0 
2518 2761 0 0 
2519 2552 0 0 
2519 2639 0 0 
2519 2725 0 0 
2519 2790 0 0 
2520 2527 0 0 
2520 2636 0 0 
2520 2713 0 0 
2521 2764 0 0 
2521 2803 0 0 
2522 2543 0 0 
2522 2785 0 0 
2522 2891 0 0 
2523 2654 0 0 
2523 2767 0 0 
2523 2882 0 0 
2524 2569 0 0 
2524 2768 0 0 
2524 2804 0 0 
2525 2769 0 0 
2525 2827 0 0 
2526 2771 0 0 
2526 2866 0 0 
2527 2713 0 0 
2527 2773 0 0 
2527 3001 0 0 
2528 2609 0 0 
2528 2678 0 0 
2529 2772 0 0 
2529 2799 0 0 
2530 2588 0 0 
2530 2651 0 0 
2530 2700 0 0 
2530 2795 0 0 
2531 2564 0 0 
2531 2591 0 0 
2531 2733 0 0 
2531 2750 0 0 
2532 2726 0 0 
2532 2771 0 0 
2532 2996 0 0 
2533 2582 0 0 
2533 2643 0 0 
2533 2744 0 0 
2534 2770 0 0 
2534 2807 0 0 
2535 2776 0 0 
2535 2802 0 0 
2536 2735 0 0 
2536 2542 0 0 
2536 2842 0 0 
2537 2539 0 0 
2537 2756 0 0 
2537 2778 0 0 
2538 2556 0 0 
2538 2654 0 0 
2538 2779 0 0 
2538 2794 0 0 
2539 2703 0 0 
2539 2756 0 0 
2540 2662 0 0 
2540 2666 0 0 
2541 2612 0 0 
2541 2633 0 0 
2542 2782 0 0 
2542 2842 0 0 
2543 2783 0 0 
2543 2891 0 0 
2544 2765 0 0 
2544 2849 0 0 
2545 2558 0 0 
2545 2753 0 0 
2545 2862 0 0 
2546 2570 0 0 
2546 2711 0 0 
2547 2785 0 0 
2547 2797 0 0 
2547 2933 0 0 
2548 2783 0 0 
2548 2786 0 0 
2548 3009 0 0 
2549 2572 0 0 
2549 2625 0 0 
2550 2663 0 0 
2550 2784 0 0 
2550 3003 0 0 
2551 2601 0 0 
2551 2788 0 0 
2551 2926 0 0 
2552 2602 0 0 
2552 2790 0 0 
2552 2830 0 0 
2553 2585 0 0 
2554 2647 0 0 
2554 2685 0 0 
2555 2789 0 0 
2555 2565 0 0 
2555 2890 0 0 
2556 2623 0 0 
2556 2723 0 0 
2556 2794 0 0 
2557 2743 0 0 
2557 2801 0 0 
2558 2731 0 0 
2558 2862 0 0 
2559 2727 0 0 
2559 2759 0 0 
2559 3016 0 0 
2560 2630 0 0 
2560 2780 0 0 
2560 2884 0 0 
2561 2734 0 0 
2561 2742 0 0 
2561 2815 0 0 
2562 2626 0 0 
2562 2757 0 0 
2562 2858 0 0 
2563 2722 0 0 
2563 2667 0 0 
2563 2947 0 0 
2564 2663 0 0 
2564 2733 0 0 
2564 2823 0 0 
2565 2715 0 0 
2565 2890 0 0 
2566 2607 0 0 
2566 2703 0 0 
2566 2911 0 0 
2566 2921 0 0 
2567 2642 0 0 
2567 2571 0 0 
2567 2820 0 0 
2567 2850 0 0 
2568 2613 0 0 
2568 2699 0 0 
2568 2855 0 0 
2568 2888 0 0 
2569 2707 0 0 
2569 2804 0 0 
2570 2668 0 0 
2570 2711 0 0 
2570 2889 0 0 
2570 2892 0 0 
2571 2781 0 0 
2571 2820 0 0 
2571 2953 0 0 
2572 2625 0 0 
2572 2812 0 0 
2572 2854 0 0 
2572 2981 0 0 
2573 2702 0 0 
2573 2791 0 0 
2574 2632 0 0 
2574 2762 0 0 
2574 2861 0 0 
2574 2984 0 0 
2575 2614 0 0 
2575 2645 0 0 
2575 2840 0 0 
2575 2918 0 0 
2576 2714 0 0 
2576 2857 0 0 
2577 2665 0 0 
2577 2705 0 0 
2577 2822 0 0 
2577 2887 0 0 
2578 2717 0 0 
2578 2809 0 0 
2579 2706 0 0 
2579 2802 0 0 
2580 2630 0 0 
2580 2810 0 0 
2580 2982 0 0 
2581 2605 0 0 
2581 2688 0 0 
2581 2839 0 0 
2581 2924 0 0 
2582 2744 0 0 
2582 2812 0 0 
2583 2676 0 0 
2583 2680 0 0 
2583 2813 0 0 
2583 2900 0 0 
2584 2626 0 0 
2584 2755 0 0 
2584 2851 0 0 
2585 2692 0 0 
2585 2716 0 0 
2586 2656 0 0 
2586 2722 0 0 
2586 2878 0 0 
2586 2994 0 0 
2587 2634 0 0 
2587 2752 0 0 
2587 2826 0 0 
2587 2864 0 0 
2588 2700 0 0 
2589 2682 0 0 
2589 2730 0 0 
2589 2808 0 0 
2589 2954 0 0 
2590 2638 0 0 
2590 2614 0 0 
2590 2853 0 0 
2590 2859 0 0 
2591 2709 0 0 
2591 2750 0 0 
2592 2608 0 0 
2592 2646 0 0 
2592 2817 0 0 
2592 2832 0 0 
2593 2684 0 0 
2593 2748 0 0 
2593 2871 0 0 
2593 2910 0 0 
2594 2729 0 0 
2594 2821 0 0 
2595 2671 0 0 
2595 2679 0 0 
2595 2885 0 0 
2595 2895 0 0 
2596 2680 0 0 
2596 2668 0 0 
2596 2837 0 0 
2596 2904 0 0 
2597 2646 0 0 
2597 2678 0 0 
2597 2868 0 0 
2597 2876 0 0 
2598 2627 0 0 
2598 2672 0 0 
2598 2828 0 0 
2598 2852 0 0 
2599 2617 0 0 
2599 2669 0 0 
2599 2805 0 0 
2599 2844 0 0 
2600 2745 0 0 
2600 2764 0 0 
2600 2877 0 0 
2600 2992 0 0 
2601 2926 0 0 
2601 2963 0 0 
2602 2739 0 0 
2602 2830 0 0 
2602 2971 0 0 
2603 2781 0 0 
2603 2847 0 0 
2603 2917 0 0 
2604 2653 0 0 
2604 2685 0 0 
2604 2819 0 0 
2604 2881 0 0 
2605 2683 0 0 
2605 2908 0 0 
2605 2924 0 0 
2606 2645 0 0 
2606 2766 0 0 
2606 2829 0 0 
2606 2874 0 0 
2607 2650 0 0 
2607 2870 0 0 
2607 2921 0 0 
2608 2640 0 0 
2608 2832 0 0 
2608 2869 0 0 
2609 2678 0 0 
2609 2671 0 0 
2609 2833 0 0 
2609 2902 0 0 
2610 2621 0 0 
2610 2631 0 0 
2610 2845 0 0 
2610 2848 0 0 
2611 2690 0 0 
2611 2613 0 0 
2611 2873 0 0 
2611 2906 0 0 
2612 2633 0 0 
2612 2692 0 0 
2612 2863 0 0 
2612 2959 0 0 
2613 2873 0 0 
2613 2888 0 0 
2614 2840 0 0 
2614 2853 0 0 
2615 2631 0 0 
2615 2760 0 0 
2615 2825 0 0 
2615 2846 0 0 
2616 2682 0 0 
2616 2696 0 0 
2616 2886 0 0 
2616 2907 0 0 
2617 2695 0 0 
2617 2844 0 0 
2617 2919 0 0 
2618 2679 0 0 
2618 2675 0 0 
2618 2867 0 0 
2618 2903 0 0 
2619 2644 0 0 
2619 2660 0 0 
2619 2872 0 0 
2619 2965 0 0 
2620 2667 0 0 
2620 2763 0 0 
2620 2875 0 0 
2621 2635 0 0 
2621 2848 0 0 
2621 2865 0 0 
2622 2643 0 0 
2622 2707 0 0 
2622 2744 0 0 
2622 2860 0 0 
2623 2701 0 0 
2623 2723 0 0 
2624 2675 0 0 
2624 2691 0 0 
2624 2856 0 0 
2624 2899 0 0 
2625 2721 0 0 
2625 2854 0 0 
2625 2945 0 0 
2626 2851 0 0 
2626 2858 0 0 
2627 2852 0 0 
2627 2961 0 0 
2628 2751 0 0 
2628 2695 0 0 
2628 2834 0 0 
2628 2938 0 0 
2629 2681 0 0 
2629 2775 0 0 
2629 2905 0 0 
2629 2909 0 0 
2630 2884 0 0 
2630 2982 0 0 
2631 2825 0 0 
2631 2845 0 0 
2632 2728 0 0 
2632 2861 0 0 
2632 2957 0 0 
2633 2669 0 0 
2633 2863 0 0 
2633 2893 0 0 
2634 2677 0 0 
2634 2864 0 0 
2634 2901 0 0 
2635 2652 0 0 
2635 2865 0 0 
2635 2880 0 0 
2636 2713 0 0 
2636 2759 0 0 
2636 2937 0 0 
2636 3021 0 0 
2637 2649 0 0 
2637 2644 0 0 
2637 2883 0 0 
2637 2969 0 0 
2638 2699 0 0 
2638 2859 0 0 
2638 2925 0 0 
2639 2725 0 0 
2639 2773 0 0 
2639 2816 0 0 
2640 2674 0 0 
2640 2869 0 0 
2640 2898 0 0 
2641 2649 0 0 
2641 2754 0 0 
2641 2999 0 0 
2641 3040 0 0 
2642 2747 0 0 
2642 2850 0 0 
2642 2973 0 0 
2643 2744 0 0 
2644 2872 0 0 
2644 2883 0 0 
2645 2874 0 0 
2645 2918 0 0 
2646 2817 0 0 
2646 2876 0 0 
2647 2685 0 0 
2647 2801 0 0 
2647 2818 0 0 
2647 2912 0 0 
2648 2666 0 0 
2648 2745 0 0 
2648 2838 0 0 
2648 2978 0 0 
2649 2969 0 0 
2649 2999 0 0 
2650 2770 0 0 
2650 2870 0 0 
2650 2998 0 0 
2651 2795 0 0 
2651 2866 0 0 
2651 2948 0 0 
2652 2698 0 0 
2652 2880 0 0 
2652 2923 0 0 
2653 2776 0 0 
2653 2881 0 0 
2653 2988 0 0 
2654 2779 0 0 
2654 2882 0 0 
2655 2746 0 0 
2655 2709 0 0 
2655 2916 0 0 
2655 2939 0 0 
2656 2788 0 0 
2656 2878 0 0 
2656 3014 0 0 
2657 2743 0 0 
2657 2843 0 0 
2658 2691 0 0 
2658 2774 0 0 
2658 2972 0 0 
2658 3022 0 0 
2659 2660 0 0 
2659 2708 0 0 
2659 3019 0 0 
2659 3053 0 0 
2660 2965 0 0 
2660 3053 0 0 
2661 2670 0 0 
2661 2687 0 0 
2661 2879 0 0 
2661 2894 0 0 
2662 2666 0 0 
2662 2827 0 0 
2662 2927 0 0 
2662 3007 0 0 
2663 2823 0 0 
2663 3003 0 0 
2664 2766 0 0 
2664 2793 0 0 
2664 2806 0 0 
2664 2841 0 0 
2665 2687 0 0 
2665 2887 0 0 
2665 2914 0 0 
2666 2978 0 0 
2666 3007 0 0 
2667 2875 0 0 
2667 2947 0 0 
2668 2837 0 0 
2668 2892 0 0 
2669 2805 0 0 
2669 2893 0 0 
2670 2696 0 0 
2670 2894 0 0 
2670 2920 0 0 
2671 2833 0 0 
2671 2895 0 0 
2672 2828 0 0 
2672 2896 0 0 
2673 2787 0 0 
2673 2897 0 0 
2673 3013 0 0 
2674 2752 0 0 
2674 2898 0 0 
2674 2962 0 0 
2675 2867 0 0 
2675 2899 0 0 
2676 2686 0 0 
2676 2900 0 0 
2676 2913 0 0 
2677 2693 0 0 
2677 2835 0 0 
2677 2901 0 0 
2678 2868 0 0 
2678 2902 0 0 
2679 2885 0 0 
2679 2903 0 0 
2680 2813 0 0 
2680 2904 0 0 
2681 2704 0 0 
2681 2905 0 0 
2681 2932 0 0 
2682 2808 0 0 
2682 2907 0 0 
2683 2738 0 0 
2683 2908 0 0 
2683 2970 0 0 
2684 2697 0 0 
2684 2910 0 0 
2684 2922 0 0 
2685 2819 0 0 
2685 2912 0 0 
2686 2688 0 0 
2686 2913 0 0 
2686 2915 0 0 
2687 2879 0 0 
2687 2914 0 0 
2688 2839 0 0 
2688 2915 0 0 
2689 2758 0 0 
2689 2775 0 0 
2689 2831 0 0 
2689 2966 0 0 
2690 2711 0 0 
2690 2906 0 0 
2690 3006 0 0 
2691 2856 0 0 
2691 2972 0 0 
2692 2959 0 0 
2692 2716 0 0 
2692 2940 0 0 
2693 2753 0 0 
2693 2835 0 0 
2693 2979 0 0 
2694 2760 0 0 
2694 2792 0 0 
2694 2814 0 0 
2694 2946 0 0 
2695 2834 0 0 
2695 2919 0 0 
2696 2886 0 0 
2696 2920 0 0 
2697 2793 0 0 
2697 2824 0 0 
2697 2922 0 0 
2698 2724 0 0 
2698 2923 0 0 
2698 2950 0 0 
2699 2855 0 0 
2699 2925 0 0 
2700 2740 0 0 
2700 2795 0 0 
2701 2723 0 0 
2701 2755 0 0 
2701 2951 0 0 
2701 2980 0 0 
2702 2772 0 0 
2702 2791 0 0 
2702 2967 0 0 
2702 3000 0 0 
2703 2756 0 0 
2703 2911 0 0 
2703 3012 0 0 
2704 2896 0 0 
2704 2932 0 0 
2704 3235 0 0 
2705 2796 0 0 
2705 2822 0 0 
2705 2958 0 0 
2706 2802 0 0 
2706 2796 0 0 
2706 2934 0 0 
2707 2804 0 0 
2707 2860 0 0 
2707 2985 0 0 
2708 2803 0 0 
2708 3019 0 0 
2708 3147 0 0 
2709 2750 0 0 
2709 2916 0 0 
2709 2977 0 0 
2710 2797 0 0 
2710 2943 0 0 
2710 3002 0 0 
2710 3025 0 0 
2711 2889 0 0 
2711 3006 0 0 
2712 2786 0 0 
2712 2849 0 0 
2712 2936 0 0 
2712 3011 0 0 
2713 2937 0 0 
2713 3001 0 0 
2713 3149 0 0 
2714 2718 0 0 
2714 2857 0 0 
2714 2930 0 0 
2714 2931 0 0 
2715 2784 0 0 
2715 2890 0 0 
2715 3005 0 0 
2715 3010 0 0 
2716 2940 0 0 
2717 2769 0 0 
2717 2809 0 0 
2717 2942 0 0 
2717 2997 0 0 
2718 2931 0 0 
2718 2940 0 0 
2718 3155 0 0 
2719 2789 0 0 
2719 2811 0 0 
2719 2964 0 0 
2719 3015 0 0 
2720 2778 0 0 
2720 2754 0 0 
2720 2944 0 0 
2720 3004 0 0 
2721 2758 0 0 
2721 2945 0 0 
2721 3090 0 0 
2722 2947 0 0 
2722 2994 0 0 
2722 3101 0 0 
2723 2794 0 0 
2723 2951 0 0 
2723 3045 0 0 
2724 2791 0 0 
2724 2950 0 0 
2724 3059 0 0 
2725 2790 0 0 
2725 2816 0 0 
2725 3017 0 0 
2725 3026 0 0 
2726 2798 0 0 
2726 2974 0 0 
2726 2996 0 0 
2726 3024 0 0 
2727 2749 0 0 
2727 3016 0 0 
2727 3018 0 0 
2728 2810 0 0 
2728 2957 0 0 
2728 3036 0 0 
2729 2768 0 0 
2729 2821 0 0 
2729 2955 0 0 
2729 2995 0 0 
2730 2897 0 0 
2730 2954 0 0 
2730 3131 0 0 
2731 2782 0 0 
2731 2862 0 0 
2731 2986 0 0 
2731 3008 0 0 
2732 2739 0 0 
2732 2811 0 0 
2732 3039 0 0 
2733 2750 0 0 
2733 2823 0 0 
2733 2960 0 0 
2733 2976 0 0 
2734 2800 0 0 
2734 2815 0 0 
2734 2949 0 0 
2734 2975 0 0 
2735 2765 0 0 
2735 2842 0 0 
2735 2993 0 0 
2735 3023 0 0 
2736 2836 0 0 
2736 2777 0 0 
2736 3079 0 0 
2737 2767 0 0 
2737 2836 0 0 
2737 2968 0 0 
2737 2990 0 0 
2738 2970 0 0 
2738 2987 0 0 
2738 3192 0 0 
2739 2971 0 0 
2739 3039 0 0 
2740 2809 0 0 
2740 2795 0 0 
2740 3031 0 0 
2741 2787 0 0 
2741 2941 0 0 
2741 3082 0 0 
2742 2815 0 0 
2742 2761 0 0 
2742 3041 0 0 
2743 2843 0 0 
2743 2801 0 0 
2743 2928 0 0 
2744 2812 0 0 
2744 2860 0 0 
2744 2981 0 0 
2745 2838 0 0 
2745 2877 0 0 
2746 2847 0 0 
2746 2939 0 0 
2746 3072 0 0 
2747 2843 0 0 
2747 2973 0 0 
2747 3140 0 0 
2748 2799 0 0 
2748 2871 0 0 
2748 2989 0 0 
2749 2800 0 0 
2749 3018 0 0 
2750 2976 0 0 
2750 2977 0 0 
2751 2938 0 0 
2751 2821 0 0 
2751 3047 0 0 
2752 2826 0 0 
2752 2962 0 0 
2753 2862 0 0 
2753 2979 0 0 
